duration:180.80416666666667
      note      start        end
instrument:25
        56       97.6 99.19583333333333
        51       99.6 99.79583333333333
        52       99.8 99.99583333333334
        52 100.00416666666666 100.02083333333333
        53 100.02916666666667 100.04583333333333
        54 100.05416666666666 100.39583333333333
        52      100.4 100.59583333333333
        51      100.6 100.79583333333333
        50 100.80416666666666 100.82083333333333
        51 100.82916666666667 100.84583333333333
        52 100.85416666666667 101.19583333333333
        49      101.2 102.79583333333333
        59      103.2 103.22083333333333
        60    103.225 103.24583333333334
        61     103.25 103.59583333333333
        59      103.6 103.79583333333333
        57      103.8 103.99583333333334
        56      104.0 105.59583333333333
        52      106.2 106.22083333333333
        53    106.225 106.24583333333334
        54     106.25 106.59583333333333
        56      106.6 106.79583333333333
        57      106.8 106.99583333333334
        59      107.0 107.19583333333333
        56      107.2 108.79583333333333
        52 109.39999999999999 109.42083333333333
        53    109.425 109.44583333333333
        54     109.45 109.79583333333333
        56      109.8 109.99583333333334
        57      110.0 110.19583333333333
        59      110.2 110.39583333333333
        56 110.39999999999999 111.99583333333334
        51 112.39999999999999 112.59583333333333
        52      112.6 112.79583333333333
        52 112.80416666666666 112.82083333333333
        53 112.82916666666667 112.84583333333333
        54 112.85416666666667 113.19583333333333
        52      113.2 113.39583333333333
        51 113.39999999999999 113.59583333333333
        49      113.6 113.99583333333334
        54 114.00416666666666 114.02083333333333
        55 114.02916666666667 114.04583333333333
        56 114.05416666666666 115.19583333333333
        59      116.0 116.02083333333333
        60 116.02499999999999 116.04583333333333
        61     116.05 116.39583333333333
        59 116.39999999999999 116.59583333333333
        57      116.6 116.79583333333333
        56      116.8 118.39583333333333
        52      119.0 119.02083333333333
        53 119.02499999999999 119.04583333333333
        54     119.05 119.39583333333333
        56 119.39999999999999 119.59583333333333
        57      119.6 119.79583333333333
        59      119.8 119.99583333333334
        56      120.0 121.59583333333333
        52      122.2 122.22083333333333
        53    122.225 122.24583333333334
        54     122.25 122.59583333333333
        56      122.6 122.79583333333333
        57      122.8 122.99583333333334
        59      123.0 123.19583333333333
        56      123.2 124.79583333333333
        51      125.2 125.39583333333333
        52 125.39999999999999 125.59583333333333
        52 125.60416666666667 125.62083333333334
        53 125.62916666666666 125.64583333333333
        54 125.65416666666667 125.99583333333334
        52      126.0 126.19583333333333
        51      126.2 126.39583333333333
        50 126.40416666666667 126.42083333333333
        51 126.42916666666666 126.44583333333333
        52 126.45416666666667 126.79583333333333
        49      126.8 128.39583333333334
        59      128.8 128.82083333333333
        60    128.825 128.84583333333333
        61     128.85 129.19583333333333
        59      129.2 129.39583333333334
        57      129.4 129.59583333333333
        56      129.6 131.19583333333333
        52      131.8 131.82083333333333
        53    131.825 131.84583333333333
        54     131.85 132.19583333333333
        56      132.2 132.39583333333334
        57      132.4 132.59583333333333
        59      132.6 132.79583333333332
        56      132.8 134.39583333333334
        52      135.0 135.02083333333334
        53    135.025 135.04583333333332
        54     135.05 135.39583333333334
        56      135.4 135.59583333333333
        57      135.6 135.79583333333332
        59      135.8 135.99583333333334
        56      136.0 137.59583333333333
        51      138.0 138.19583333333333
        52      138.2 138.39583333333334
        52 138.40416666666667 138.42083333333332
        53 138.42916666666667 138.44583333333333
        54 138.45416666666665 138.79583333333332
        52      138.8 138.99583333333334
        51      139.0 139.19583333333333
        49      139.2 139.59583333333333
        54 139.60416666666666 139.62083333333334
        55 139.62916666666666 139.64583333333334
        56 139.65416666666667 140.79583333333332
        59      141.6 141.62083333333334
        60    141.625 141.64583333333334
        61     141.65 141.99583333333334
        59      142.0 142.19583333333333
        57      142.2 142.39583333333334
        56      142.4 143.99583333333334
        52      144.6 144.62083333333334
        53    144.625 144.64583333333334
        54     144.65 144.99583333333334
        56      145.0 145.19583333333333
        57      145.2 145.39583333333334
        59      145.4 145.59583333333333
        56      145.6 147.19583333333333
        52      147.8 147.82083333333333
        53    147.825 147.84583333333333
        54     147.85 148.19583333333333
        56      148.2 148.39583333333334
        57      148.4 148.59583333333333
        59      148.6 148.79583333333332
        56      148.8 150.39583333333334
        51      150.8 150.99583333333334
        52      151.0 151.19583333333333
        52 151.20416666666665 151.22083333333333
        53 151.22916666666666 151.24583333333334
        54 151.25416666666666 151.59583333333333
        52      151.6 151.79583333333332
        51      151.8 151.99583333333334
        50 152.00416666666666 152.02083333333334
        51 152.02916666666667 152.04583333333332
        52 152.05416666666667 152.39583333333334
        49      152.4 153.99583333333334
        59      154.4 154.42083333333332
        60    154.425 154.44583333333333
        61     154.45 154.79583333333332
        59      154.8 154.99583333333334
        57      155.0 155.19583333333333
        56      155.2 156.79583333333332
        52      157.4 157.42083333333332
        53    157.425 157.44583333333333
        54     157.45 157.79583333333332
        56      157.8 157.99583333333334
        57      158.0 158.19583333333333
        59      158.2 158.39583333333334
        56      158.4 159.99583333333334
        52      160.6 160.62083333333334
        53    160.625 160.64583333333334
        54     160.65 160.99583333333334
        56      161.0 161.19583333333333
        57      161.2 161.39583333333334
        59      161.4 161.59583333333333
        56      161.6 163.19583333333333
        51      163.6 163.79583333333332
        52      163.8 163.99583333333334
        52 164.00416666666666 164.02083333333334
        53 164.02916666666667 164.04583333333332
        54 164.05416666666667 164.39583333333334
        52      164.4 164.59583333333333
        51      164.6 164.79583333333332
        49      164.8 165.19583333333333
        54 165.20416666666665 165.22083333333333
        55 165.22916666666666 165.24583333333334
        56 165.25416666666666 166.39583333333334
        59      167.2 167.22083333333333
        60    167.225 167.24583333333334
        61     167.25 167.59583333333333
        59      167.6 167.79583333333332
        57      167.8 167.99583333333334
        56      168.0 169.59583333333333
        52      170.2 170.22083333333333
        53    170.225 170.24583333333334
        54     170.25 170.59583333333333
        56      170.6 170.79583333333332
        57      170.8 170.99583333333334
        59      171.0 171.19583333333333
        56      171.2 172.79583333333332
        52      173.4 173.42083333333332
        53    173.425 173.44583333333333
        54     173.45 173.79583333333332
        56      173.8 173.99583333333334
        57      174.0 174.19583333333333
        59      174.2 174.39583333333334
        56      174.4 175.99583333333334
        51      176.4 176.59583333333333
        52      176.6 176.79583333333332
        52 176.80416666666667 176.82083333333333
        53 176.82916666666665 176.84583333333333
        54 176.85416666666666 177.19583333333333
        52      177.2 177.39583333333334
        51      177.4 177.59583333333333
        50 177.60416666666666 177.62083333333334
        51 177.62916666666666 177.64583333333334
        52 177.65416666666667 177.99583333333334
        49      178.0 179.59583333333333
instrument:32
        37        1.6 1.9958333333333333
        32        2.0 2.3958333333333335
        35        2.4 2.7958333333333334
        36        2.8 3.1958333333333333
        37        3.2 3.595833333333333
        32        3.6 3.995833333333333
        35        4.0 4.395833333333333
        30        4.4 4.795833333333333
        37        4.8 5.195833333333333
        32        5.2 5.595833333333333
        35        5.6 5.995833333333334
        36        6.0 6.395833333333333
        37        6.4 6.795833333333333
        32        6.8 7.195833333333333
        35        7.2 7.595833333333333
        30        7.6 7.995833333333334
        37        8.0 8.395833333333334
        32        8.4 8.795833333333333
        35        8.8 9.195833333333333
        32        9.2 9.595833333333333
        30        9.6 9.995833333333334
        30       10.0 10.395833333333334
        32       10.4 10.795833333333333
        32       10.8 11.195833333333333
        37       11.2 11.595833333333333
        32       11.6 11.995833333333334
        35       12.0 12.395833333333334
        36       12.4 12.795833333333333
        37       12.8 13.195833333333333
        32       13.2 13.595833333333333
        35       13.6 13.995833333333334
        30       14.0 14.395833333333334
        37       14.4 14.795833333333333
        32 14.799999999999999 15.195833333333333
        35       15.2 15.595833333333333
        36       15.6 15.995833333333334
        37       16.0 16.395833333333332
        32       16.4 16.795833333333334
        35       16.8 17.195833333333333
        30       17.2 17.59583333333333
        37       17.6 17.995833333333334
        32       18.0 18.395833333333332
        35       18.4 18.795833333333334
        36       18.8 19.195833333333333
        37       19.2 19.59583333333333
        32       19.6 19.995833333333334
        35       20.0 20.395833333333332
        32       20.4 20.795833333333334
        37       20.8 21.195833333333333
        32       21.2 21.59583333333333
        35       21.6 21.995833333333334
        32       22.0 22.395833333333332
        30       22.4 22.795833333333334
        30       22.8 23.195833333333333
        32       23.2 23.59583333333333
        32       23.6 23.995833333333334
        37       24.0 27.195833333333333
        37       27.2 27.59583333333333
        32 27.599999999999998 27.995833333333334
        35       28.0 28.395833333333332
        36       28.4 28.795833333333334
        37       28.8 29.195833333333333
        32       29.2 29.59583333333333
        35 29.599999999999998 29.995833333333334
        30       30.0 30.395833333333332
        37       30.4 30.795833333333334
        32       30.8 31.195833333333333
        35       31.2 31.59583333333333
        36 31.599999999999998 31.995833333333334
        37       32.0 32.395833333333336
        32       32.4 32.795833333333334
        35       32.8 33.19583333333333
        30       33.2 33.59583333333333
        37       33.6 33.99583333333333
        32       34.0 34.395833333333336
        35       34.4 34.795833333333334
        32       34.8 35.19583333333333
        30       35.2 35.59583333333333
        30       35.6 35.99583333333333
        32       36.0 36.395833333333336
        32       36.4 36.795833333333334
        37       36.8 37.19583333333333
        32       37.2 37.59583333333333
        35       37.6 37.99583333333333
        36       38.0 38.395833333333336
        37       38.4 38.795833333333334
        32       38.8 39.19583333333333
        35       39.2 39.59583333333333
        30       39.6 39.99583333333333
        37       40.0 40.395833333333336
        32       40.4 40.795833333333334
        35       40.8 41.19583333333333
        36       41.2 41.59583333333333
        37       41.6 41.99583333333333
        32       42.0 42.395833333333336
        35       42.4 42.795833333333334
        30       42.8 43.19583333333333
        37       43.2 43.59583333333333
        32       43.6 43.99583333333333
        35       44.0 44.395833333333336
        36       44.4 44.795833333333334
        37       44.8 45.19583333333333
        32       45.2 45.59583333333333
        35       45.6 45.99583333333333
        32       46.0 46.395833333333336
        37       46.4 46.795833333333334
        32       46.8 47.19583333333333
        35       47.2 47.59583333333333
        32       47.6 47.99583333333333
        30       48.0 48.395833333333336
        30       48.4 48.795833333333334
        32       48.8 49.19583333333333
        32       49.2 49.59583333333333
        37       49.6 52.795833333333334
        37       52.8 53.19583333333333
        32 53.199999999999996 53.59583333333333
        35       53.6 53.99583333333333
        36       54.0 54.395833333333336
        37       54.4 54.795833333333334
        32       54.8 55.19583333333333
        35 55.199999999999996 55.59583333333333
        30       55.6 55.99583333333333
        37       56.0 56.395833333333336
        32       56.4 56.795833333333334
        35       56.8 57.19583333333333
        36 57.199999999999996 57.59583333333333
        37       57.6 57.99583333333333
        32       58.0 58.395833333333336
        35       58.4 58.795833333333334
        30       58.8 59.19583333333333
        37 59.199999999999996 59.59583333333333
        32       59.6 59.99583333333333
        35       60.0 60.395833333333336
        32       60.4 60.795833333333334
        30       60.8 61.19583333333333
        30 61.199999999999996 61.59583333333333
        32       61.6 61.99583333333333
        32       62.0 62.395833333333336
        37       62.4 62.795833333333334
        32       62.8 63.19583333333333
        35 63.199999999999996 63.59583333333333
        36       63.6 63.99583333333333
        37       64.0 64.39583333333333
        32       64.4 64.79583333333333
        35       64.8 65.19583333333333
        30       65.2 65.59583333333333
        37       65.6 65.99583333333334
        32       66.0 66.39583333333333
        35       66.4 66.79583333333333
        36       66.8 67.19583333333333
        37       67.2 67.59583333333333
        32       67.6 67.99583333333334
        35       68.0 68.39583333333333
        30       68.4 68.79583333333333
        37       68.8 69.19583333333333
        32       69.2 69.59583333333333
        35       69.6 69.99583333333334
        36       70.0 70.39583333333333
        37       70.4 70.79583333333333
        32       70.8 71.19583333333333
        35       71.2 71.59583333333333
        32       71.6 71.99583333333334
        37       72.0 72.39583333333333
        32       72.4 72.79583333333333
        35       72.8 73.19583333333333
        32       73.2 73.59583333333333
        30       73.6 73.99583333333334
        30       74.0 74.39583333333333
        32       74.4 74.79583333333333
        32       74.8 75.19583333333333
        37       75.2 78.39583333333333
        37       78.4 78.79583333333333
        32       78.8 79.19583333333333
        35       79.2 79.59583333333333
        36       79.6 79.99583333333334
        37       80.0 80.39583333333333
        32       80.4 80.79583333333333
        35       80.8 81.19583333333333
        30       81.2 81.59583333333333
        37       81.6 81.99583333333334
        32       82.0 82.39583333333333
        35       82.4 82.79583333333333
        36       82.8 83.19583333333333
        37       83.2 83.59583333333333
        32       83.6 83.99583333333334
        35       84.0 84.39583333333333
        30       84.4 84.79583333333333
        37       84.8 85.19583333333333
        32       85.2 85.59583333333333
        35       85.6 85.99583333333334
        32       86.0 86.39583333333333
        30       86.4 86.79583333333333
        30       86.8 87.19583333333333
        32       87.2 87.59583333333333
        32       87.6 87.99583333333334
        37       88.0 88.39583333333333
        32       88.4 88.79583333333333
        35       88.8 89.19583333333333
        36       89.2 89.59583333333333
        37       89.6 89.99583333333334
        32       90.0 90.39583333333333
        35       90.4 90.79583333333333
        30       90.8 91.19583333333333
        37       91.2 91.59583333333333
        32       91.6 91.99583333333334
        35       92.0 92.39583333333333
        36       92.4 92.79583333333333
        37       92.8 93.19583333333333
        32       93.2 93.59583333333333
        35       93.6 93.99583333333334
        30       94.0 94.39583333333333
        37       94.4 94.79583333333333
        32       94.8 95.19583333333333
        35       95.2 95.59583333333333
        36       95.6 95.99583333333334
        37       96.0 96.39583333333333
        32       96.4 96.79583333333333
        35       96.8 97.19583333333333
        32       97.2 97.59583333333333
        37       97.6 97.99583333333334
        32       98.0 98.39583333333333
        35       98.4 98.79583333333333
        32       98.8 99.19583333333333
        30       99.2 99.59583333333333
        30       99.6 99.99583333333334
        32      100.0 100.39583333333333
        32      100.4 100.79583333333333
        37      100.8 103.99583333333334
        37      104.0 104.39583333333333
        32 104.39999999999999 104.79583333333333
        35      104.8 105.19583333333333
        36      105.2 105.59583333333333
        37      105.6 105.99583333333334
        32      106.0 106.39583333333333
        35 106.39999999999999 106.79583333333333
        30      106.8 107.19583333333333
        37      107.2 107.59583333333333
        32      107.6 107.99583333333334
        35      108.0 108.39583333333333
        36 108.39999999999999 108.79583333333333
        37      108.8 109.19583333333333
        32      109.2 109.59583333333333
        35      109.6 109.99583333333334
        30      110.0 110.39583333333333
        37 110.39999999999999 110.79583333333333
        32      110.8 111.19583333333333
        35      111.2 111.59583333333333
        32      111.6 111.99583333333334
        30      112.0 112.39583333333333
        30 112.39999999999999 112.79583333333333
        32      112.8 113.19583333333333
        32      113.2 113.59583333333333
        37      113.6 113.99583333333334
        32      114.0 114.39583333333333
        35 114.39999999999999 114.79583333333333
        36      114.8 115.19583333333333
        37      115.2 115.59583333333333
        32      115.6 115.99583333333334
        35      116.0 116.39583333333333
        30 116.39999999999999 116.79583333333333
        37      116.8 117.19583333333333
        32      117.2 117.59583333333333
        35      117.6 117.99583333333334
        36      118.0 118.39583333333333
        37 118.39999999999999 118.79583333333333
        32      118.8 119.19583333333333
        35      119.2 119.59583333333333
        30      119.6 119.99583333333334
        37      120.0 120.39583333333333
        32 120.39999999999999 120.79583333333333
        35      120.8 121.19583333333333
        36      121.2 121.59583333333333
        37      121.6 121.99583333333334
        32      122.0 122.39583333333333
        35 122.39999999999999 122.79583333333333
        32      122.8 123.19583333333333
        37      123.2 123.59583333333333
        32      123.6 123.99583333333334
        35      124.0 124.39583333333333
        32 124.39999999999999 124.79583333333333
        30      124.8 125.19583333333333
        30      125.2 125.59583333333333
        32      125.6 125.99583333333334
        32      126.0 126.39583333333333
        37 126.39999999999999 129.59583333333333
        37      129.6 129.99583333333334
        32      130.0 130.39583333333334
        35      130.4 130.79583333333332
        36      130.8 131.19583333333333
        37      131.2 131.59583333333333
        32      131.6 131.99583333333334
        35      132.0 132.39583333333334
        30      132.4 132.79583333333332
        37      132.8 133.19583333333333
        32      133.2 133.59583333333333
        35      133.6 133.99583333333334
        36      134.0 134.39583333333334
        37      134.4 134.79583333333332
        32      134.8 135.19583333333333
        35      135.2 135.59583333333333
        30      135.6 135.99583333333334
        37      136.0 136.39583333333334
        32      136.4 136.79583333333332
        35      136.8 137.19583333333333
        32      137.2 137.59583333333333
        30      137.6 137.99583333333334
        30      138.0 138.39583333333334
        32      138.4 138.79583333333332
        32      138.8 139.19583333333333
        37      139.2 139.59583333333333
        32      139.6 139.99583333333334
        35      140.0 140.39583333333334
        36      140.4 140.79583333333332
        37      140.8 141.19583333333333
        32      141.2 141.59583333333333
        35      141.6 141.99583333333334
        30      142.0 142.39583333333334
        37      142.4 142.79583333333332
        32      142.8 143.19583333333333
        35      143.2 143.59583333333333
        36      143.6 143.99583333333334
        37      144.0 144.39583333333334
        32      144.4 144.79583333333332
        35      144.8 145.19583333333333
        30      145.2 145.59583333333333
        37      145.6 145.99583333333334
        32      146.0 146.39583333333334
        35      146.4 146.79583333333332
        36      146.8 147.19583333333333
        37      147.2 147.59583333333333
        32      147.6 147.99583333333334
        35      148.0 148.39583333333334
        32      148.4 148.79583333333332
        37      148.8 149.19583333333333
        32      149.2 149.59583333333333
        35      149.6 149.99583333333334
        32      150.0 150.39583333333334
        30      150.4 150.79583333333332
        30      150.8 151.19583333333333
        32      151.2 151.59583333333333
        32      151.6 151.99583333333334
        37      152.0 155.19583333333333
        37      155.2 155.59583333333333
        32      155.6 155.99583333333334
        35      156.0 156.39583333333334
        36      156.4 156.79583333333332
        37      156.8 157.19583333333333
        32      157.2 157.59583333333333
        35      157.6 157.99583333333334
        30      158.0 158.39583333333334
        37      158.4 158.79583333333332
        32      158.8 159.19583333333333
        35      159.2 159.59583333333333
        36      159.6 159.99583333333334
        37      160.0 160.39583333333334
        32      160.4 160.79583333333332
        35      160.8 161.19583333333333
        30      161.2 161.59583333333333
        37      161.6 161.99583333333334
        32      162.0 162.39583333333334
        35      162.4 162.79583333333332
        32      162.8 163.19583333333333
        30      163.2 163.59583333333333
        30      163.6 163.99583333333334
        32      164.0 164.39583333333334
        32      164.4 164.79583333333332
        37      164.8 165.19583333333333
        32      165.2 165.59583333333333
        35      165.6 165.99583333333334
        36      166.0 166.39583333333334
        37      166.4 166.79583333333332
        32      166.8 167.19583333333333
        35      167.2 167.59583333333333
        30      167.6 167.99583333333334
        37      168.0 168.39583333333334
        32      168.4 168.79583333333332
        35      168.8 169.19583333333333
        36      169.2 169.59583333333333
        37      169.6 169.99583333333334
        32      170.0 170.39583333333334
        35      170.4 170.79583333333332
        30      170.8 171.19583333333333
        37      171.2 171.59583333333333
        32      171.6 171.99583333333334
        35      172.0 172.39583333333334
        36      172.4 172.79583333333332
        37      172.8 173.19583333333333
        32      173.2 173.59583333333333
        35      173.6 173.99583333333334
        32      174.0 174.39583333333334
        37      174.4 174.79583333333332
        32      174.8 175.19583333333333
        35      175.2 175.59583333333333
        32      175.6 175.99583333333334
        30      176.0 176.39583333333334
        30      176.4 176.79583333333332
        32      176.8 177.19583333333333
        32      177.2 177.59583333333333
        37      177.6 180.79583333333332
instrument:25
        56        1.6 1.7958333333333334
        61 1.6166666666666667     1.8125
        64     1.6375 1.8333333333333333
        68 1.6624999999999999 1.8583333333333334
        68        1.9 2.095833333333333
        64 1.9166666666666667     2.1125
        61     1.9375 2.1333333333333333
        56     1.9625 2.158333333333333
        56        2.2 2.2958333333333334
        61 2.216666666666667     2.3125
        64     2.2375 2.3333333333333335
        68     2.2625 2.3583333333333334
        68        2.4 2.595833333333333
        64 2.4166666666666665     2.6125
        61     2.4375 2.6333333333333333
        56     2.4625 2.658333333333333
        56        2.7 2.8958333333333335
        61 2.716666666666667     2.9125
        64     2.7375 2.933333333333333
        68     2.7625 2.9583333333333335
        68        3.0 3.095833333333333
        64 3.0166666666666666     3.1125
        61     3.0375 3.1333333333333333
        56     3.0625 3.158333333333333
        56        3.2 3.3958333333333335
        61 3.216666666666667     3.4125
        64     3.2375 3.433333333333333
        68 3.2624999999999997 3.4583333333333335
        68        3.5 3.6958333333333333
        64 3.5166666666666666     3.7125
        61     3.5375 3.7333333333333334
        56     3.5625 3.7583333333333333
        56        3.8 3.8958333333333335
        61 3.8166666666666664     3.9125
        64     3.8375 3.933333333333333
        68     3.8625 3.9583333333333335
        66        4.0 4.195833333333333
        63 4.016666666666667     4.2125
        59     4.0375 4.233333333333333
        54     4.0625 4.258333333333333
        54        4.3 4.495833333333334
        59 4.316666666666666     4.5125
        63     4.3375 4.533333333333333
        66     4.3625 4.558333333333334
        66        4.6 4.695833333333333
        63 4.616666666666666     4.7125
        59     4.6375 4.733333333333333
        54     4.6625 4.758333333333333
        56        4.8 4.995833333333334
        61 4.816666666666666     5.0125
        64     4.8375 5.033333333333333
        68     4.8625 5.058333333333334
        68        5.1 5.295833333333333
        64 5.116666666666666     5.3125
        61     5.1375 5.333333333333333
        56     5.1625 5.358333333333333
